cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,cadical-2019,chaff-2001,cryptominisat-fixed-2010,glucose-2011,glucose-2012,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2006,minisat-2008,posit-fixed-1995,precosat-2009,rsat-fixed-2007,satelite-gti-2005,sbva-cadical-2023,zchaff-2004
sv-comp19_prop-reachsafety.square_5_true-unreach-call_true-termination.i-witness,UNSATISFIABLE,185.75,1837.88,FAILED,322.80,FAILED,91.55,487.40,491.10,FAILED,218.03,144.27,145.79,FAILED,274.47,145.10,31.61,60.94,57.48,30.89,424.36,292.95,FAILED,163.01,498.09,427.54,282.13,382.90
sv-comp19_prop-reachsafety.triangular-longer_false-unreach-call.i-witness,SATISFIABLE,646.25,4133.08,FAILED,1788.48,FAILED,390.71,585.98,434.51,FAILED,1099.82,201.66,233.95,FAILED,2024.64,FAILED,1927.84,461.18,599.37,1463.27,917.65,253.65,FAILED,FAILED,416.37,1212.50,1196.15,FAILED
term1_gr_2pin_w3.shuffled,UNSATISFIABLE,0.02,0.01,0.02,0.01,0.01,0.02,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.01,0.04,0.03,0.14,0.01
term1_gr_2pin_w4.shuffled,SATISFIABLE,0.03,0.19,FAILED,0.02,0.02,0.02,0.03,0.03,0.32,0.01,0.01,0.01,0.01,0.04,0.08,0.01,0.04,0.04,0.03,0.03,0.02,0.06,0.03,0.04,0.03,0.18,0.06
term1_gr_rcs_w3.shuffled,UNSATISFIABLE,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.03,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.01,0.03,0.02,0.21,0.01
term1_gr_rcs_w4.shuffled,SATISFIABLE,0.02,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.03,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.10,0.02,0.04,0.02,0.16,0.01
term1mul.miter.shuffled-as.sat03-357,UNSATISFIABLE,11.16,163.28,FAILED,7.72,FAILED,135.90,17.05,12.73,FAILED,6.94,11.12,7.64,FAILED,26.46,31.63,81.49,27.00,42.61,40.25,680.96,84.44,FAILED,40.59,619.44,498.87,6.97,170.95
terminator_03_true-unreach-call_true-termination.i,UNSATISFIABLE,637.41,271.65,FAILED,327.51,FAILED,25.85,715.16,788.01,FAILED,521.26,863.43,1439.92,99.67,1982.38,1462.68,965.04,918.67,1019.76,926.39,FAILED,497.79,FAILED,387.25,738.45,411.92,221.62,FAILED
test_v3_r3_vr10_c1_s24300.smt2-stp212,SATISFIABLE,9.08,17.77,FAILED,6.92,17.95,1.11,2.02,1.32,FAILED,3.96,3.75,2.92,2454.98,8.04,12.89,2.87,9.95,9.21,9.65,2.81,1.33,FAILED,2.20,1.68,4.31,10.82,37.90
test_v3_r8_vr5_c1_s8257.smt2-stp212,UNSATISFIABLE,86.36,155.41,FAILED,22.29,2895.94,22.74,8.53,9.60,FAILED,21.65,21.59,21.50,FAILED,39.94,60.88,14.60,25.79,26.43,33.34,24.30,13.76,FAILED,122.34,16.76,51.45,59.69,484.21
test_v5_r5_vr1_c1_s15604.smt2-stp212,SATISFIABLE,21.68,517.09,FAILED,26.93,54.57,33.14,6.39,9.48,FAILED,13.05,14.83,15.25,FAILED,26.77,41.02,11.59,19.13,26.22,17.03,16.92,6.77,FAILED,57.79,15.96,14.79,38.72,2034.26
test_v7_r12_vr10_c1_s18160.smt2-cvc4,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
test_v7_r12_vr10_c1_s18160.smt2-stp212,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
test_v7_r12_vr1_c1_s10576,UNSATISFIABLE,4287.18,FAILED,FAILED,547.57,FAILED,687.57,210.62,626.19,FAILED,206.01,460.60,466.62,FAILED,807.24,836.40,224.63,349.46,667.01,722.34,1541.80,210.16,FAILED,1359.06,669.72,1087.88,658.59,FAILED
test_v7_r12_vr1_c1_s22787.smt2-cvc4,UNSATISFIABLE,1002.18,FAILED,FAILED,4185.75,FAILED,2656.97,1104.02,711.92,FAILED,1267.32,1481.27,1450.93,FAILED,2364.64,3828.68,FAILED,3508.03,3594.16,4374.78,FAILED,FAILED,FAILED,1571.95,FAILED,FAILED,FAILED,FAILED
test_v7_r17_vr10_c1_s3680.smt2-stp212,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
test_v7_r17_vr1_c1_s30331.smt2-stp212,UNSATISFIABLE,1785.39,FAILED,FAILED,2853.30,FAILED,754.65,250.86,FAILED,FAILED,3254.87,2129.90,2137.39,FAILED,992.36,4312.22,1080.47,FAILED,2764.20,1039.29,1144.00,4982.64,FAILED,FAILED,FAILED,FAILED,868.50,FAILED
test_v7_r17_vr5_c1_s25451.smt2-cvc4,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
test_v7_r17_vr5_c1_s2807.smt2-stp212,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
test_v7_r7_vr10_c1_s32506.smt2-cvc4,SATISFIABLE,4883.34,FAILED,FAILED,1113.37,FAILED,1162.84,431.12,213.95,FAILED,573.39,732.19,732.89,FAILED,1225.26,4348.77,73.38,253.21,1504.77,94.64,1337.93,295.83,FAILED,1071.84,881.14,1375.97,360.77,FAILED
too_large_gr_rcs_w5.shuffled,UNSATISFIABLE,0.17,0.02,70.76,0.04,0.07,0.08,0.18,0.14,1.04,0.02,0.03,0.03,0.12,0.12,0.32,0.09,1.11,4.31,1.19,0.11,0.10,8.51,0.17,0.17,0.15,0.61,0.04
too_large_gr_rcs_w6.shuffled,UNSATISFIABLE,0.97,0.05,FAILED,0.10,0.32,0.12,0.37,0.28,FAILED,0.27,0.30,0.20,0.41,0.62,2.17,0.24,5.35,5.82,7.75,0.27,0.18,FAILED,0.32,0.44,0.26,0.96,0.18
too_large_gr_rcs_w7.shuffled,SATISFIABLE,1.09,0.04,8.19,0.08,0.10,0.20,0.32,0.27,0.83,0.03,0.05,0.05,0.05,0.26,0.50,0.14,9.46,7.82,7.20,0.23,0.14,FAILED,0.31,0.37,0.16,0.87,0.10
too_large_gr_rcs_w8.shuffled,SATISFIABLE,0.27,0.03,0.54,0.06,0.06,0.13,0.21,0.28,1.75,0.04,0.04,0.02,0.05,0.18,0.43,0.13,0.17,0.14,0.23,0.15,0.16,FAILED,0.31,0.30,0.16,0.92,0.08
too_large_gr_rcs_w9.shuffled,SATISFIABLE,0.39,0.03,0.57,0.06,0.11,0.17,0.23,0.22,1.97,0.03,0.02,0.03,0.08,0.20,0.65,0.25,0.23,0.17,0.19,0.25,0.17,FAILED,0.33,0.32,0.24,1.77,0.06
total-10-11-s,SATISFIABLE,15.37,FAILED,FAILED,15.55,221.58,12.44,6.96,8.12,FAILED,2.22,2.26,2.59,155.34,7.80,3.09,6.30,49.38,10.26,10.21,17.46,6.00,FAILED,20.74,13.47,6.87,23.38,9.03
total-10-11-u,UNSATISFIABLE,21.95,FAILED,FAILED,35.62,228.74,39.81,34.72,42.36,FAILED,18.08,21.40,19.38,285.87,27.72,40.45,27.05,88.42,73.33,81.45,24.43,34.52,FAILED,86.96,36.03,28.98,42.10,266.90
total-10-13-s,SATISFIABLE,24.22,FAILED,FAILED,17.29,90.51,52.33,6.93,5.97,FAILED,2.68,2.73,2.75,60.03,6.01,3.44,6.39,101.18,80.62,61.43,3240.40,9.28,FAILED,14.24,7.94,229.99,27.46,68.98
total-10-13-u,UNSATISFIABLE,129.39,FAILED,FAILED,124.70,FAILED,184.57,968.25,601.42,FAILED,125.95,98.56,120.70,FAILED,283.14,359.05,484.17,322.40,296.42,300.71,1625.18,679.82,FAILED,1825.92,1197.82,1407.57,231.67,FAILED
total-10-15-s-sc2007,SATISFIABLE,55.47,FAILED,FAILED,131.76,817.13,326.37,61.11,35.72,FAILED,168.77,145.39,153.70,FAILED,71.75,75.99,2533.15,75.47,129.67,2792.74,FAILED,11.54,FAILED,83.93,513.59,FAILED,111.29,95.48
total-10-15-u-sc2007,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
total-10-17-s,SATISFIABLE,22.31,FAILED,FAILED,40.44,485.84,59.74,32.49,6.84,FAILED,12.29,12.47,12.00,93.02,4.25,12.64,13.15,69.97,84.17,58.37,406.18,4.26,FAILED,27.55,62.55,FAILED,44.02,16.54
total-10-17-u,UNSATISFIABLE,FAILED,FAILED,FAILED,1660.35,FAILED,2061.82,3934.67,FAILED,FAILED,1425.68,1463.36,1233.59,FAILED,FAILED,4549.46,FAILED,2139.09,1951.77,1683.84,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1133.09,FAILED
total-10-19-s,SATISFIABLE,41.12,FAILED,FAILED,29.29,FAILED,147.06,106.42,15.29,FAILED,15.74,27.44,29.17,401.77,11.77,15.34,14.03,100.48,93.84,99.08,FAILED,108.97,FAILED,64.59,50.97,FAILED,54.25,40.07
total-10-19-u,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
total-5-11-s,SATISFIABLE,5.44,FAILED,FAILED,5.09,10.62,16.52,2.91,2.73,185.23,3.11,3.20,3.16,32.13,1.59,2.39,4.60,19.82,9.06,7.65,2.18,2.78,FAILED,6.02,3.48,7.87,15.18,3.20
total-5-11-u,UNSATISFIABLE,6.65,FAILED,FAILED,9.63,87.56,16.45,11.39,7.08,FAILED,4.99,5.41,6.86,65.59,7.81,13.16,6.73,29.25,29.74,29.26,8.33,8.42,FAILED,17.95,17.05,10.96,19.49,65.03
total-5-13-s,SATISFIABLE,5.50,FAILED,FAILED,7.28,25.47,12.38,3.23,3.40,188.66,1.69,1.78,1.97,8.80,2.34,9.33,6.64,7.50,7.75,7.64,2.51,3.33,FAILED,6.68,9.42,38.26,16.30,8.93
total-5-13-u,UNSATISFIABLE,7.43,FAILED,FAILED,12.55,594.65,24.09,17.73,17.88,FAILED,5.36,6.72,7.17,422.47,9.82,17.13,16.02,36.56,32.73,30.28,31.82,23.77,FAILED,16.95,32.16,30.26,19.36,740.28
total-5-15-s,SATISFIABLE,9.79,FAILED,FAILED,11.84,328.33,11.45,5.56,8.99,FAILED,4.92,4.05,4.17,92.07,2.71,3.46,6.69,37.86,33.75,28.95,5.55,2.75,FAILED,16.92,5.87,13.27,20.07,20.58
total-5-15-u,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
total-5-17-s,SATISFIABLE,11.71,FAILED,FAILED,14.36,473.37,10.83,44.71,15.97,FAILED,9.40,4.76,4.82,1047.67,3.10,3.89,10.70,31.72,32.24,35.26,35.61,4.66,FAILED,34.02,21.88,469.94,31.67,41.04
total-5-17-u,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
total-5-19-s,SATISFIABLE,15.62,FAILED,FAILED,18.93,371.82,33.00,322.62,17.43,FAILED,16.15,12.07,13.30,FAILED,16.21,20.12,20.23,41.42,554.98,34.22,FAILED,61.46,FAILED,33.35,20.91,5.57,39.73,79.93
total-5-19-u,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3805.56,FAILED
toughsat_24bits_0,SATISFIABLE,188.51,FAILED,FAILED,273.77,FAILED,1634.45,212.44,107.26,FAILED,272.72,135.30,501.39,1791.41,628.73,893.64,59.08,128.57,63.25,114.72,108.90,276.21,FAILED,433.74,625.39,256.71,99.36,FAILED
toughsat_24bits_2,SATISFIABLE,739.34,FAILED,FAILED,195.20,3677.63,474.25,95.42,152.70,FAILED,104.38,492.87,215.54,FAILED,24.54,795.25,110.86,307.27,36.58,179.06,188.71,27.31,FAILED,260.15,853.75,402.05,170.78,FAILED
toughsat_factoring_148s,SATISFIABLE,82.69,5.22,60.24,67.26,FAILED,26.66,156.70,250.10,FAILED,23.04,42.29,2.99,FAILED,75.59,4.25,88.37,141.08,32.50,95.81,17.14,167.21,FAILED,120.58,842.77,206.28,113.13,FAILED
toughsat_factoring_155s,SATISFIABLE,65.98,FAILED,249.01,455.85,FAILED,156.00,610.74,256.54,FAILED,241.53,226.55,346.78,FAILED,319.85,405.09,24.93,146.12,157.73,23.05,83.22,56.97,3587.19,307.99,53.85,558.36,117.30,FAILED
toughsat_factoring_426s,SATISFIABLE,589.35,FAILED,112.93,568.92,FAILED,58.01,501.64,1033.82,FAILED,270.88,268.60,122.98,FAILED,134.60,568.25,148.83,139.93,75.48,67.63,671.11,779.68,FAILED,370.10,3271.05,163.40,389.25,FAILED
toughsat_factoring_428s,SATISFIABLE,132.93,319.15,19.00,111.70,898.04,218.70,219.51,307.47,FAILED,126.37,152.46,99.56,FAILED,96.47,232.47,63.36,209.35,24.56,106.18,197.30,5.51,FAILED,54.99,833.37,260.86,61.66,FAILED
toughsat_factoring_895s,SATISFIABLE,479.85,3332.22,265.74,173.16,FAILED,172.58,2901.44,154.94,FAILED,127.15,487.90,631.47,FAILED,870.69,359.69,127.44,259.03,80.08,306.63,610.92,140.71,FAILED,388.53,647.70,2209.05,274.89,FAILED
toughsat_factoring_958s,SATISFIABLE,317.89,4180.09,217.87,110.53,FAILED,41.05,830.87,678.96,FAILED,38.01,48.58,128.23,335.33,243.09,285.08,214.46,171.63,87.63,118.33,188.83,1544.20,1442.49,121.10,165.58,292.42,5.02,FAILED
toughsat_factoring_inf,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2764.76,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3479.43,FAILED
tph10,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.04,0.02,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tph11,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.04,0.04,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tph12,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.09,0.04,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tph14,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.16,0.09,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tph15,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.20,0.16,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tph16,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.32,0.22,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tph17,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.35,0.28,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tph18,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.46,0.45,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tph19,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.73,0.61,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tph20,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.88,0.68,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tph6,UNSATISFIABLE,799.16,FAILED,10.75,50.65,48.20,193.21,186.32,791.92,FAILED,173.27,273.84,291.95,109.77,0.01,0.01,105.05,260.59,153.08,161.23,249.91,409.43,74.34,1169.97,FAILED,224.83,1.61,55.02
tph7,UNSATISFIABLE,FAILED,FAILED,1044.89,2385.97,2861.58,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.62,FAILED
tph8,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.02,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,299.43,FAILED
tph9,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.02,0.02,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
traffic_3_uc_sat,SATISFIABLE,51.92,4841.75,FAILED,100.15,93.99,74.04,361.50,34.84,FAILED,87.16,138.28,44.97,3264.50,812.74,257.23,89.82,177.73,231.89,265.93,710.84,164.23,FAILED,263.63,219.54,230.03,321.70,3169.71
traffic_3b_unknown,UNSATISFIABLE,299.49,845.50,FAILED,322.91,FAILED,108.06,136.24,198.16,FAILED,288.12,294.63,292.49,FAILED,363.51,225.59,123.94,279.18,198.87,211.96,509.58,399.85,FAILED,537.63,479.17,510.33,374.89,FAILED
traffic_b_unsat,UNSATISFIABLE,381.01,636.37,FAILED,314.49,FAILED,99.02,123.70,173.17,FAILED,243.17,292.38,291.00,FAILED,344.18,275.33,120.51,215.23,196.49,178.66,375.17,378.51,FAILED,390.64,399.18,448.82,458.56,FAILED
traffic_f_unknown,UNSATISFIABLE,336.63,634.99,FAILED,286.04,FAILED,123.98,115.41,168.59,FAILED,258.20,292.88,291.52,FAILED,367.75,243.24,114.56,249.83,190.66,192.98,355.38,355.56,FAILED,519.51,452.05,372.22,469.90,FAILED
traffic_fb_unknown,UNSATISFIABLE,312.53,577.07,FAILED,317.13,FAILED,105.34,130.84,185.53,FAILED,266.62,287.90,285.79,FAILED,333.47,257.07,115.27,273.19,198.86,195.04,484.92,333.83,FAILED,431.09,419.33,415.86,472.84,FAILED
traffic_kkb_unknown,UNSATISFIABLE,358.28,609.00,FAILED,330.90,FAILED,104.02,124.98,192.13,FAILED,242.26,285.41,285.93,3867.33,358.22,252.12,121.40,220.13,202.53,182.12,418.51,386.62,FAILED,461.63,342.26,434.87,419.58,FAILED
traffic_pcb_unknown,UNSATISFIABLE,576.11,594.81,FAILED,316.40,FAILED,103.91,130.95,167.38,FAILED,276.53,300.76,296.92,FAILED,360.71,264.59,114.56,241.52,179.53,186.28,367.85,435.02,FAILED,490.43,342.66,424.37,464.83,FAILED
traffic_r_sat,SATISFIABLE,112.56,FAILED,FAILED,33.91,305.69,11.62,6.52,8.95,FAILED,7.33,16.42,16.36,342.26,12.49,14.69,14.04,44.23,37.91,37.03,20.78,10.89,FAILED,65.51,10.46,8.57,212.84,FAILED
traffic_r_uc_sat,SATISFIABLE,2354.78,FAILED,FAILED,470.60,2183.13,126.74,56.12,829.44,FAILED,138.55,196.71,147.38,FAILED,362.79,874.43,122.76,176.78,295.48,211.93,FAILED,139.88,FAILED,FAILED,1222.77,FAILED,431.09,FAILED
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.020-NOTKNOWN,SATISFIABLE,101.49,136.34,FAILED,543.54,FAILED,19.47,26.16,31.80,FAILED,79.60,38.81,22.49,FAILED,60.33,287.18,19.97,168.76,345.51,331.67,251.48,11.63,FAILED,35.73,157.20,130.11,156.51,72.88
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN,SATISFIABLE,54.13,1337.94,FAILED,290.54,FAILED,831.40,51.00,70.04,FAILED,53.56,121.50,130.02,FAILED,29.34,193.97,37.43,327.64,422.15,433.41,622.22,69.33,FAILED,389.23,143.32,1383.44,443.87,263.93
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-NOTKNOWN,SATISFIABLE,170.27,FAILED,FAILED,769.53,FAILED,1262.56,122.02,151.39,FAILED,408.81,262.05,220.18,FAILED,825.39,399.95,179.14,394.31,463.30,952.40,FAILED,509.06,FAILED,823.65,244.14,2804.97,549.39,FAILED
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.050-NOTKNOWN,SATISFIABLE,75.79,FAILED,FAILED,3908.51,FAILED,1681.00,167.76,290.03,FAILED,257.90,356.42,419.29,FAILED,1053.14,89.01,365.56,541.79,866.21,1170.09,580.45,972.98,FAILED,1086.86,522.88,FAILED,303.52,FAILED
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT,SATISFIABLE,52.96,FAILED,FAILED,FAILED,FAILED,FAILED,246.52,110.31,FAILED,2469.30,110.27,162.30,FAILED,239.27,458.99,476.28,1277.80,1554.39,1325.79,1993.35,796.74,FAILED,140.58,874.21,FAILED,1313.43,FAILED
transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.010-NOTKNOWN,UNSATISFIABLE,21.96,14.77,FAILED,14.89,65.65,7.30,5.31,4.05,FAILED,4.01,6.16,6.14,184.05,13.37,31.29,6.57,138.43,241.58,375.79,8.92,5.97,FAILED,8.69,9.12,8.32,213.50,31.43
transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN,SATISFIABLE,172.40,4244.11,FAILED,3165.90,FAILED,103.49,337.87,581.10,FAILED,681.74,651.28,727.19,FAILED,572.82,1457.54,182.50,783.44,1219.43,1041.56,FAILED,1493.09,FAILED,323.57,1786.74,924.95,334.40,1729.06
transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN,SATISFIABLE,1086.86,FAILED,FAILED,FAILED,FAILED,FAILED,480.22,2796.22,FAILED,3551.33,797.24,691.17,FAILED,2882.13,333.55,783.14,581.28,1324.30,2262.72,FAILED,3631.24,FAILED,1934.02,FAILED,FAILED,609.56,FAILED
transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN,SATISFIABLE,1060.47,FAILED,FAILED,FAILED,FAILED,FAILED,557.25,576.19,FAILED,3287.82,2448.45,641.13,FAILED,FAILED,FAILED,2129.97,2634.97,2008.82,2197.68,FAILED,1183.73,FAILED,2161.87,FAILED,FAILED,1882.17,FAILED
transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT,SATISFIABLE,4955.72,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2521.12,1545.60,FAILED,FAILED,FAILED,1362.45,4622.75,1827.86,FAILED,FAILED,1319.27,FAILED,1967.59,FAILED,FAILED,3104.78,FAILED
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.010-NOTKNOWN,UNSATISFIABLE,6.58,10.57,FAILED,2.78,8.84,4.88,2.93,2.48,FAILED,1.55,1.55,1.58,31.09,4.02,5.34,3.63,140.89,304.76,400.94,3.81,2.86,FAILED,7.98,5.53,3.07,203.44,2.60
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN,SATISFIABLE,4281.12,FAILED,FAILED,4165.31,FAILED,FAILED,FAILED,FAILED,FAILED,3389.48,1994.26,1419.83,FAILED,FAILED,FAILED,2268.69,1613.64,2298.03,2114.52,FAILED,FAILED,FAILED,3692.95,FAILED,FAILED,1936.25,FAILED
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2028.68,1113.59,FAILED,FAILED,FAILED,FAILED,3306.26,FAILED,2177.35,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4353.58,FAILED
transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2732.79,1446.20,FAILED,FAILED,FAILED,FAILED,4881.60,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
