cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,cadical-2019,chaff-2001,cryptominisat-fixed-2010,glucose-2011,glucose-2012,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2006,minisat-2008,posit-fixed-1995,precosat-2009,rsat-fixed-2007,satelite-gti-2005,sbva-cadical-2023,zchaff-2004
transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.020-NOTKNOWN,SATISFIABLE,2405.42,FAILED,FAILED,861.77,FAILED,2635.56,1427.84,586.83,FAILED,804.68,1176.21,732.58,FAILED,1015.59,1629.61,1174.35,634.82,2055.76,583.05,3945.64,673.99,FAILED,438.79,3604.98,1260.82,2801.59,FAILED
transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN,SATISFIABLE,635.82,FAILED,FAILED,1193.02,FAILED,2037.05,101.99,266.34,FAILED,54.05,149.89,155.58,FAILED,1149.23,732.71,217.26,738.34,531.84,1018.83,FAILED,659.09,FAILED,200.45,1920.96,3750.85,578.34,1672.30
transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT,SATISFIABLE,561.93,FAILED,FAILED,1345.85,FAILED,3108.77,358.31,258.07,FAILED,60.91,489.80,97.17,FAILED,2212.25,1553.02,429.41,531.06,2083.94,1862.10,FAILED,3011.91,FAILED,600.19,2892.15,FAILED,340.96,906.45
tseitingrid4x185_shuffled,UNSATISFIABLE,0.04,FAILED,FAILED,749.82,3566.04,0.02,45.74,36.03,FAILED,80.25,47.38,53.65,FAILED,2.41,3.43,35.99,43.27,58.20,45.53,FAILED,FAILED,FAILED,FAILED,170.83,FAILED,335.40,FAILED
tseitingrid4x190_shuffled,UNSATISFIABLE,0.04,FAILED,FAILED,1773.83,FAILED,0.02,61.36,37.16,FAILED,117.59,71.45,76.56,FAILED,3.71,2.81,32.26,53.34,46.47,49.07,FAILED,FAILED,FAILED,FAILED,135.10,FAILED,400.73,FAILED
tseitingrid4x195_shuffled,UNSATISFIABLE,0.03,FAILED,FAILED,1389.60,FAILED,0.03,47.49,40.85,FAILED,77.06,60.62,66.56,FAILED,3.78,4.23,46.72,72.17,50.38,46.64,FAILED,FAILED,FAILED,FAILED,143.67,FAILED,492.50,FAILED
tseitingrid4x200_shuffled,UNSATISFIABLE,0.04,FAILED,FAILED,295.96,FAILED,0.03,54.78,51.45,FAILED,136.02,114.49,121.57,FAILED,3.58,2.97,38.97,60.27,42.95,50.68,FAILED,FAILED,FAILED,FAILED,129.42,FAILED,209.96,FAILED
tseitingrid5x180_shuffled,UNSATISFIABLE,0.06,FAILED,FAILED,FAILED,FAILED,0.03,2596.28,4206.72,FAILED,FAILED,FAILED,FAILED,FAILED,4.58,4.02,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid5x185_shuffled,UNSATISFIABLE,0.05,FAILED,FAILED,FAILED,FAILED,0.03,FAILED,2523.68,FAILED,FAILED,FAILED,FAILED,FAILED,4.53,3.85,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid5x190_shuffled,UNSATISFIABLE,0.05,FAILED,FAILED,FAILED,FAILED,0.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4.31,4.18,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid5x195_shuffled,UNSATISFIABLE,0.04,FAILED,FAILED,FAILED,FAILED,0.02,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3.10,4.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid5x200_shuffled,UNSATISFIABLE,0.06,FAILED,FAILED,FAILED,FAILED,0.04,3312.43,4155.74,FAILED,FAILED,4549.12,4912.69,FAILED,3.10,4.10,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid6x145_shuffled,UNSATISFIABLE,0.05,FAILED,FAILED,FAILED,FAILED,0.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,5.64,6.15,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid6x155_shuffled,UNSATISFIABLE,0.04,FAILED,FAILED,FAILED,FAILED,0.02,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,5.50,4.55,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid6x160_shuffled,UNSATISFIABLE,0.06,FAILED,FAILED,FAILED,FAILED,0.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,5.17,4.90,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid6x165_shuffled,UNSATISFIABLE,0.04,FAILED,FAILED,FAILED,FAILED,0.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,5.30,5.11,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid6x170_shuffled,UNSATISFIABLE,0.07,FAILED,FAILED,FAILED,FAILED,0.04,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,5.88,5.14,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid6x175_shuffled,UNSATISFIABLE,0.09,FAILED,FAILED,FAILED,FAILED,0.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,5.38,4.19,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid6x180_shuffled,UNSATISFIABLE,0.06,FAILED,FAILED,FAILED,FAILED,0.04,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,5.38,4.82,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid6x185_shuffled,UNSATISFIABLE,0.07,FAILED,FAILED,FAILED,FAILED,0.04,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,5.80,5.29,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid6x190_shuffled,UNSATISFIABLE,0.08,FAILED,FAILED,FAILED,FAILED,0.04,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,93.33,84.28,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid6x195_shuffled,UNSATISFIABLE,0.10,FAILED,FAILED,FAILED,FAILED,0.04,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2333.78,1322.54,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid6x200_shuffled,UNSATISFIABLE,0.05,FAILED,FAILED,FAILED,FAILED,0.04,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,105.05,1116.70,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x120_shuffled,UNSATISFIABLE,0.07,FAILED,FAILED,FAILED,FAILED,0.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,6.44,5.37,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x125_shuffled,UNSATISFIABLE,0.06,FAILED,FAILED,FAILED,FAILED,0.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,5.74,5.55,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x130_shuffled,UNSATISFIABLE,0.08,FAILED,FAILED,FAILED,FAILED,0.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,5.81,5.84,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x135_shuffled,UNSATISFIABLE,0.06,FAILED,FAILED,FAILED,FAILED,0.02,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,6.44,5.58,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x140_shuffled,UNSATISFIABLE,0.06,FAILED,FAILED,FAILED,FAILED,0.04,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,5.90,5.69,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x155_shuffled,UNSATISFIABLE,0.12,FAILED,FAILED,FAILED,FAILED,0.04,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,7.02,6.25,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x160_shuffled-sc2016,UNSATISFIABLE,0.10,FAILED,FAILED,FAILED,FAILED,0.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,6.66,5.94,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x165_shuffled,UNSATISFIABLE,0.09,FAILED,FAILED,FAILED,FAILED,0.04,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,87.50,1583.75,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x170_shuffled,UNSATISFIABLE,0.09,FAILED,FAILED,FAILED,FAILED,0.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,102.54,1257.43,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x175_shuffled,UNSATISFIABLE,0.13,FAILED,FAILED,FAILED,FAILED,0.05,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3200.93,1344.72,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x180_shuffled,UNSATISFIABLE,0.08,FAILED,FAILED,FAILED,FAILED,0.05,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,96.79,1315.43,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x185_shuffled,UNSATISFIABLE,0.06,FAILED,FAILED,FAILED,FAILED,0.05,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3100.53,1311.52,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x190_shuffled,UNSATISFIABLE,0.10,FAILED,FAILED,FAILED,FAILED,0.05,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3064.38,1047.76,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x195_shuffled,UNSATISFIABLE,0.12,FAILED,FAILED,FAILED,FAILED,0.06,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2838.82,1211.32,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitingrid7x200_shuffled,UNSATISFIABLE,0.09,FAILED,FAILED,FAILED,FAILED,0.05,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,101.87,1109.67,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
twoall.used-as.sat04-985,UNSATISFIABLE,FAILED,1447.78,FAILED,40.51,FAILED,92.22,87.02,79.57,FAILED,45.95,77.23,65.80,FAILED,49.12,47.95,50.94,105.51,79.30,128.45,81.40,121.64,FAILED,90.41,189.02,99.62,45.99,FAILED
udiv35prop,UNSATISFIABLE,489.98,FAILED,FAILED,132.44,FAILED,3190.23,1895.71,1074.55,FAILED,131.03,187.73,185.37,FAILED,FAILED,1182.03,1401.47,1224.60,2476.27,2163.23,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,239.15,FAILED
udiv40prop,UNSATISFIABLE,FAILED,FAILED,FAILED,713.45,FAILED,FAILED,FAILED,FAILED,FAILED,519.48,533.37,529.56,FAILED,FAILED,FAILED,FAILED,4243.92,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,796.55,FAILED
udiv45prop,UNSATISFIABLE,FAILED,FAILED,FAILED,1564.46,FAILED,FAILED,FAILED,FAILED,FAILED,1261.87,1618.55,1568.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3032.28,FAILED
udiv46prop,UNSATISFIABLE,FAILED,FAILED,FAILED,1686.16,FAILED,FAILED,FAILED,FAILED,FAILED,1738.84,2064.99,2085.30,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2876.31,FAILED
udiv47prop,UNSATISFIABLE,FAILED,FAILED,FAILED,3039.02,FAILED,FAILED,FAILED,FAILED,FAILED,2571.36,2545.83,2552.25,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3342.69,FAILED
udiv48prop,UNSATISFIABLE,FAILED,FAILED,FAILED,3639.34,FAILED,FAILED,FAILED,FAILED,FAILED,2700.72,3202.15,3247.40,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
uniqinv20prop,UNSATISFIABLE,4245.55,FAILED,FAILED,73.76,FAILED,FAILED,FAILED,2030.22,FAILED,134.88,121.24,113.88,FAILED,FAILED,FAILED,3389.74,37.93,2569.58,2642.79,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,847.86,FAILED
uniqinv25prop,UNSATISFIABLE,2541.71,FAILED,FAILED,225.81,FAILED,FAILED,FAILED,FAILED,FAILED,209.47,271.63,272.23,FAILED,FAILED,FAILED,FAILED,48.89,2631.16,2640.65,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4032.44,FAILED
uniqinv30prop,UNSATISFIABLE,FAILED,FAILED,FAILED,516.24,FAILED,FAILED,FAILED,FAILED,FAILED,448.95,478.07,503.24,FAILED,FAILED,FAILED,FAILED,83.10,2767.62,2675.11,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
uniqinv40prop,UNSATISFIABLE,FAILED,FAILED,FAILED,1931.96,FAILED,FAILED,FAILED,FAILED,FAILED,1334.00,1561.11,1784.34,FAILED,FAILED,FAILED,FAILED,200.19,2769.39,2769.68,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
uniqinv45prop,UNSATISFIABLE,FAILED,FAILED,FAILED,4818.26,FAILED,FAILED,FAILED,FAILED,FAILED,3402.80,3702.69,3684.32,FAILED,FAILED,FAILED,FAILED,284.52,2914.63,2886.71,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
uniqinv46prop,UNSATISFIABLE,FAILED,FAILED,FAILED,4517.03,FAILED,FAILED,FAILED,FAILED,FAILED,3071.79,4248.62,4201.59,FAILED,FAILED,FAILED,FAILED,291.65,2927.10,2960.17,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
uniqinv47prop-sc2018,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3964.36,4104.77,4393.58,FAILED,FAILED,FAILED,FAILED,330.91,2933.34,2924.93,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
unsat-pbl-00090.sat05-1326.reshuffled-07,UNSATISFIABLE,0.12,1.00,FAILED,0.17,44.19,4.29,0.32,0.36,FAILED,0.41,0.42,0.37,FAILED,0.44,2.34,0.16,0.10,0.10,0.10,0.17,0.10,FAILED,0.24,0.67,FAILED,1.19,2.13
unsat-pbl-00150.sat05-1328.reshuffled-07,UNSATISFIABLE,0.74,4.70,FAILED,1.45,FAILED,13.72,4.95,0.92,FAILED,1.64,1.14,1.66,FAILED,2.19,19.35,0.81,0.88,0.78,0.78,0.95,0.98,FAILED,0.63,21.02,FAILED,9.27,66.94
unsat-pbl-00200.sat05-1329.reshuffled-07,UNSATISFIABLE,0.39,3.59,FAILED,0.76,FAILED,5.27,5.35,0.48,FAILED,1.15,1.10,1.02,FAILED,0.98,8.63,0.43,0.59,0.38,0.37,0.41,0.51,FAILED,0.48,437.62,FAILED,3.88,1743.04
unsat-pbl-00250.sat05-1330.reshuffled-07,UNSATISFIABLE,0.58,2159.39,FAILED,1.58,FAILED,9.95,2.25,0.51,FAILED,1.73,1.67,1.73,FAILED,1.37,14.74,0.86,0.71,0.67,0.61,0.74,0.62,FAILED,0.96,856.06,FAILED,3.36,4608.82
unsat-set-a-clqcolor-10-06-07.sat05-1250.reshuffled-07,UNSATISFIABLE,337.32,FAILED,645.37,147.34,FAILED,403.29,499.17,495.05,FAILED,94.92,91.74,92.64,FAILED,172.72,FAILED,351.71,138.35,296.17,313.72,FAILED,FAILED,FAILED,FAILED,4394.15,FAILED,46.02,FAILED
unsat-set-a-clqcolor-12-07-08.sat05-1251.reshuffled-07,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07-sc2007,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07,UNSATISFIABLE,FAILED,FAILED,FAILED,4370.19,FAILED,1725.77,2553.94,FAILED,FAILED,843.03,804.67,1304.41,FAILED,FAILED,FAILED,268.83,998.82,331.43,343.19,1102.33,2742.59,FAILED,FAILED,FAILED,2299.47,25.98,FAILED
unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf.mis-140.debugged,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4177.84,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
unsat-set-b-fclqcolor-25-18-23.sat05-1287.reshuffled-07,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
urq35,UNSATISFIABLE,36.75,FAILED,217.21,30.42,FAILED,0.01,10.54,38.00,FAILED,31.93,27.20,36.67,FAILED,0.78,0.65,21.56,20.92,20.54,21.61,32.42,102.13,2171.21,151.09,82.40,33.33,21.16,1534.91
urq45,UNSATISFIABLE,3682.46,FAILED,FAILED,953.46,FAILED,0.01,510.48,385.54,FAILED,756.88,559.65,431.98,FAILED,0.80,0.65,771.21,407.65,346.19,359.39,2679.74,FAILED,FAILED,FAILED,FAILED,2403.65,783.23,FAILED
urq55,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.93,0.88,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
urqh1c2x2.shuffled-as.sat03-1457,UNSATISFIABLE,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.06,0.01,0.01,0.01,0.01,1.18,0.04,0.01,0.33,0.01
urqh1c2x3.shuffled-as.sat03-1458,UNSATISFIABLE,0.03,0.11,0.04,0.03,0.03,0.01,0.10,0.03,962.68,0.05,0.08,0.06,0.52,0.16,0.10,0.02,0.29,0.20,0.20,0.03,0.06,0.11,0.04,0.04,0.03,0.28,0.13
urqh1c2x4.shuffled-as.sat03-1459,UNSATISFIABLE,0.34,7.16,0.86,0.13,0.28,0.01,0.24,0.22,FAILED,0.20,0.20,0.22,41.65,0.34,0.18,0.29,1.23,1.13,1.16,0.21,0.63,3.93,0.47,0.97,0.44,0.36,2.45
urqh1c2x5.shuffled-as.sat03-1460,UNSATISFIABLE,1.95,8.59,23.09,0.89,8.01,0.01,0.71,0.92,FAILED,1.19,1.94,1.12,378.60,1.15,1.08,1.09,5.02,2.34,2.38,1.76,3.59,142.01,3.32,1.75,1.60,1.60,6.64
urqh1c2x6.shuffled-as.sat03-1461,UNSATISFIABLE,3.03,FAILED,689.42,6.71,82.70,0.01,5.95,3.62,FAILED,4.46,5.02,2.48,2827.23,1.35,1.15,2.90,5.01,4.16,4.93,12.37,17.09,4478.51,3.00,7.87,5.76,4.67,54.62
urqh1c2x7.shuffled-as.sat03-1462,UNSATISFIABLE,5.25,FAILED,FAILED,6.61,FAILED,0.01,5.10,3.06,FAILED,9.04,3.66,3.24,FAILED,1.40,1.18,4.92,7.27,14.98,15.77,18.88,52.80,FAILED,14.97,7.90,26.13,12.26,72.37
urqh1c3x3.shuffled-as.sat03-1463,UNSATISFIABLE,2.09,9.52,16.51,1.40,10.88,0.01,0.65,0.64,FAILED,5.04,0.52,1.09,1301.02,1.42,1.24,1.12,4.28,3.48,3.51,1.40,3.62,75.07,2.37,23.57,1.47,1.16,83.48
urqh1c3x4.shuffled-as.sat03-1464,UNSATISFIABLE,7.83,FAILED,FAILED,132.52,FAILED,0.01,4.24,8.03,FAILED,634.36,82.08,87.29,FAILED,1.35,1.10,88.42,10.00,17.03,17.70,51.32,207.56,FAILED,1194.59,1654.06,36.02,39.54,FAILED
urqh1c3x5.shuffled-as.sat03-1465,UNSATISFIABLE,FAILED,FAILED,FAILED,2289.34,FAILED,0.01,1415.47,1908.19,FAILED,FAILED,1482.67,1518.23,FAILED,1.43,1.29,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
urqh1c3x6.shuffled-as.sat03-1466,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1.52,1.21,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
urqh1c4x4.shuffled-as.sat03-1467,UNSATISFIABLE,994.15,FAILED,FAILED,833.48,FAILED,0.01,2717.04,FAILED,FAILED,2886.04,490.86,506.21,FAILED,1.44,1.19,2033.11,430.57,513.10,528.83,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,507.56,FAILED
urqh1c5x5.shuffled-as.sat03-1468,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1.54,1.38,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
urqh1c5x5.shuffled-as.sat03-1468.cnf.mis-103.debugged,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
urqh1c6x6.shuffled-as.sat03-1469,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1.64,1.42,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
urqh2x3.shuffled-as.sat03-1471,UNSATISFIABLE,0.36,1.16,1.17,0.67,2.07,0.01,0.15,0.14,FAILED,0.51,0.49,0.25,4.35,0.40,0.36,0.17,1.65,1.45,1.58,0.31,0.84,4.04,4.90,0.30,0.44,0.50,0.50
urqh2x4.shuffled-as.sat03-1472,UNSATISFIABLE,3.12,272.73,123.92,5.74,7.36,0.01,4.78,3.99,FAILED,1.54,3.83,1.25,1811.39,1.30,1.29,2.07,5.05,5.48,3.99,5.94,14.90,506.19,4.79,157.77,2.85,1.58,90.49
urqh2x5.shuffled-as.sat03-1473,UNSATISFIABLE,25.06,FAILED,FAILED,19.17,4705.11,0.01,49.69,32.14,FAILED,39.04,10.99,12.67,FAILED,1.37,1.18,10.55,35.24,22.60,23.09,69.58,203.04,FAILED,36.68,140.23,32.98,39.23,337.69
urqh2x6.shuffled-as.sat03-1474,UNSATISFIABLE,113.22,FAILED,FAILED,79.89,362.98,0.01,52.62,75.52,FAILED,65.94,58.67,62.49,FAILED,1.44,1.18,83.24,115.51,112.88,120.89,450.59,1100.39,FAILED,3913.33,1929.00,365.82,202.75,1217.56
urqh2x7.shuffled-as.sat03-1475,UNSATISFIABLE,1494.87,FAILED,FAILED,750.08,924.50,0.01,1282.86,337.63,FAILED,588.07,1000.74,337.78,FAILED,1.50,1.26,1941.13,1571.97,436.24,437.87,2870.32,FAILED,FAILED,FAILED,FAILED,2807.03,207.81,FAILED
urqh3x3.shuffled-as.sat03-1476,UNSATISFIABLE,7.09,FAILED,4269.14,6.98,83.07,0.01,20.12,8.08,FAILED,14.89,8.00,3.66,FAILED,1.42,1.17,10.67,22.84,11.89,12.35,54.06,190.07,FAILED,11.42,3067.71,48.04,14.64,111.03
urqh3x4.shuffled-as.sat03-1477,UNSATISFIABLE,1639.14,FAILED,FAILED,634.86,FAILED,0.01,281.93,336.07,FAILED,496.70,218.53,218.86,FAILED,1.49,1.07,228.60,1169.36,398.23,405.83,FAILED,FAILED,FAILED,FAILED,4438.80,3671.01,526.06,4290.64
urqh3x5.shuffled-as.sat03-1478,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1.56,1.28,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
