cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,cadical-2019,chaff-2001,cryptominisat-2010,glucose-2011,glucose-2012,glucose-2016,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2010,lingeling-2011,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2005,minisat-2006,minisat-2008,picosat-2007,precosat-2009,rsat-2007,satelite-gti-2005,siege-2003,zchaff-2004,zchaff-2007
PancakeVsInsertSort_8_5,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
PancakeVsInsertSort_8_6,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
PancakeVsInsertSort_8_7,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
PancakeVsInsertSort_9_3,UNSATISFIABLE,1032.07,FAILED,FAILED,1151.02,FAILED,3799.11,2486.72,2799.90,2829.26,FAILED,1090.30,1197.45,1181.78,FAILED,FAILED,3248.91,2917.14,3343.10,1988.96,1525.86,1752.10,1701.86,FAILED,4412.18,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
PancakeVsInsertSort_9_4,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
PancakeVsSelectionSort_7_6,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4346.00,4309.80,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2761.72,2302.79,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
PancakeVsSelectionSort_7_7,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
PancakeVsSelectionSort_8_3,UNSATISFIABLE,590.02,2344.79,FAILED,684.33,FAILED,748.53,2060.26,2328.43,2089.66,FAILED,738.73,836.21,775.48,FAILED,1056.11,745.35,1172.56,808.33,751.20,1174.28,781.23,754.86,1179.19,1382.56,1901.60,FAILED,3131.44,FAILED,1704.95,FAILED,FAILED,FAILED
PancakeVsSelectionSort_8_4,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SAT_H_instances_childsnack_p06.hddl_2,SATISFIABLE,43.80,10.91,FAILED,17.67,41.50,24.78,8.67,8.63,16.16,FAILED,13.86,13.54,13.53,21.41,26.50,40.33,55.59,73.30,1947.64,2246.73,2245.02,2483.53,14.52,10.83,1951.76,361.26,122.49,16.87,288.13,7.15,FAILED,FAILED
SAT_H_instances_childsnack_p10.hddl_2,SATISFIABLE,60.67,23.49,FAILED,54.27,111.43,FAILED,22.60,20.77,39.83,FAILED,70.95,46.34,46.29,53.74,72.72,115.07,171.52,203.54,FAILED,FAILED,FAILED,FAILED,34.42,36.40,FAILED,984.49,349.80,52.32,946.78,12.08,FAILED,FAILED
SAT_MS_sat_nurikabe_p16.pddl_166,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SAT_MS_sat_snake_p01.pddl_39,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2834.46,FAILED,3418.91,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,701.53,FAILED,FAILED,FAILED,FAILED,FAILED
SAT_dat.k80,UNSATISFIABLE,200.25,FAILED,FAILED,540.90,FAILED,FAILED,304.52,180.58,183.35,FAILED,99.06,90.08,80.89,FAILED,FAILED,FAILED,FAILED,FAILED,2635.62,148.34,2563.02,2558.07,FAILED,FAILED,3443.20,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC21_Timetable_C_527_E_71_Cl_35_S_35,SATISFIABLE,143.73,FAILED,FAILED,344.57,FAILED,FAILED,47.99,38.95,52.48,FAILED,3282.36,387.08,299.66,FAILED,487.42,1082.13,331.19,635.76,150.05,265.24,301.13,136.38,FAILED,FAILED,48.94,FAILED,74.24,186.35,FAILED,FAILED,FAILED,FAILED
SC21_Timetable_C_542_E_71_Cl_36_S_35,SATISFIABLE,FAILED,FAILED,FAILED,278.89,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,706.75,446.76,FAILED,FAILED,FAILED,FAILED,FAILED,236.89,721.90,436.48,165.67,FAILED,FAILED,FAILED,FAILED,152.72,FAILED,FAILED,FAILED,FAILED,FAILED
SC22_Timetable_C_436_E_39_Cl_29_S_27,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC22_Timetable_C_436_E_40_Cl_29_S_27,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC22_Timetable_C_436_E_41_Cl_29_S_27,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC22_Timetable_C_436_E_42_Cl_29_S_27,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC22_Timetable_C_436_E_43_Cl_29_S_27,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC22_Timetable_C_451_E_43_Cl_30_S_27,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC22_Timetable_C_451_E_45_Cl_30_S_27,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC22_Timetable_C_451_E_46_Cl_30_S_27,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,475.87,440.07,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,203.84,FAILED,123.99,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC22_Timetable_C_451_E_48_Cl_30_S_27,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,317.01,347.55,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,244.06,FAILED,145.90,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC22_Timetable_C_451_E_50_Cl_30_S_28,SATISFIABLE,FAILED,FAILED,FAILED,3431.42,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,510.83,208.51,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,169.58,FAILED,130.93,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SCPC-500-10,UNSATISFIABLE,203.61,207.93,FAILED,100.48,FAILED,146.46,206.95,130.13,123.58,FAILED,79.92,131.34,136.65,FAILED,261.01,1378.81,1523.10,2182.91,80.27,112.02,126.62,123.75,220.86,191.09,189.56,1613.22,383.70,439.58,216.02,FAILED,FAILED,FAILED
SCPC-500-11,UNSATISFIABLE,507.71,740.82,FAILED,507.37,FAILED,633.68,853.56,701.17,654.34,FAILED,411.77,525.93,526.57,FAILED,945.36,FAILED,FAILED,FAILED,135.75,217.70,238.02,238.96,1169.83,670.36,2789.37,FAILED,2040.38,3660.88,1306.14,FAILED,FAILED,FAILED
SCPC-500-15,UNSATISFIABLE,229.20,264.91,FAILED,127.44,FAILED,132.88,321.15,173.15,202.55,FAILED,140.17,199.36,207.30,FAILED,435.58,3395.44,1627.16,2145.27,85.82,138.51,131.48,126.12,470.61,265.46,272.76,3368.30,624.25,691.36,554.64,FAILED,FAILED,FAILED
SCPC-500-16,UNSATISFIABLE,290.33,542.75,FAILED,289.37,FAILED,410.99,545.05,422.08,530.09,FAILED,315.62,421.11,420.99,FAILED,696.96,FAILED,4137.18,FAILED,123.44,173.49,184.39,180.15,686.20,453.10,461.25,FAILED,1131.55,1560.02,766.64,FAILED,FAILED,FAILED
SCPC-500-17,UNSATISFIABLE,323.53,582.56,FAILED,277.79,FAILED,477.45,687.26,508.69,556.21,FAILED,267.49,381.71,399.13,FAILED,1121.13,FAILED,4142.27,FAILED,151.07,179.85,206.58,216.61,661.25,484.45,687.86,FAILED,1313.69,2248.43,725.72,FAILED,FAILED,FAILED
SCPC-500-18,UNSATISFIABLE,221.86,226.85,FAILED,118.51,FAILED,90.17,99.58,130.74,123.60,FAILED,116.85,151.01,152.60,FAILED,361.30,989.71,1551.10,2558.62,67.67,107.07,126.57,111.96,235.06,263.29,168.70,2245.59,321.55,662.15,235.81,FAILED,FAILED,FAILED
SCPC-500-19,UNSATISFIABLE,124.29,118.29,FAILED,77.60,FAILED,93.21,154.65,78.49,87.14,FAILED,64.36,121.03,116.22,FAILED,206.73,690.56,1303.05,1448.61,48.19,88.25,92.99,93.87,185.12,147.00,117.07,1314.66,296.55,266.82,178.13,FAILED,FAILED,FAILED
SCPC-500-2,UNSATISFIABLE,192.50,313.45,FAILED,126.91,FAILED,139.00,362.36,154.88,257.43,FAILED,143.60,208.40,215.40,FAILED,444.30,2617.49,1615.41,1903.93,80.58,142.63,134.59,143.04,293.10,273.21,260.88,2425.25,568.50,483.10,311.63,FAILED,FAILED,FAILED
SCPC-500-20,UNSATISFIABLE,157.10,149.43,FAILED,98.01,FAILED,92.25,216.40,92.94,93.09,FAILED,63.17,112.50,111.36,FAILED,238.32,758.23,1075.73,1306.61,57.85,86.25,124.84,118.26,232.65,131.78,116.53,1883.10,243.95,312.99,225.54,FAILED,FAILED,FAILED
SCPC-500-4,UNSATISFIABLE,216.68,259.22,FAILED,108.15,FAILED,128.06,268.02,138.78,119.35,FAILED,145.79,192.45,195.99,FAILED,328.47,1237.64,2265.19,2556.65,78.17,141.23,125.96,131.19,181.28,280.54,170.53,1298.92,489.55,433.45,176.50,FAILED,FAILED,FAILED
SCPC-500-7,UNSATISFIABLE,263.04,356.93,FAILED,160.27,FAILED,205.61,339.51,207.97,222.46,FAILED,147.03,227.45,237.69,FAILED,567.15,2370.02,1688.94,3280.56,79.56,118.65,134.11,146.60,325.62,447.46,306.04,2972.61,555.49,851.17,348.79,FAILED,FAILED,FAILED
SCPC-500-8,UNSATISFIABLE,165.64,220.34,FAILED,136.13,FAILED,115.60,305.29,127.75,158.33,FAILED,148.92,176.39,177.58,FAILED,321.19,1305.77,1558.88,2572.32,85.26,111.91,120.85,124.75,405.22,259.94,148.46,2351.74,405.38,456.16,405.77,FAILED,FAILED,FAILED
SCPC-500-9,UNSATISFIABLE,168.75,176.67,FAILED,105.83,FAILED,95.16,194.65,104.46,105.07,FAILED,111.06,122.95,120.70,FAILED,187.64,1119.63,1370.74,1346.37,68.19,97.31,102.66,106.82,195.11,115.56,147.39,1512.81,298.40,260.36,200.29,FAILED,FAILED,FAILED
SE_PR_stb_588_138.apx_1,SATISFIABLE,FAILED,FAILED,FAILED,682.61,FAILED,1089.22,FAILED,FAILED,FAILED,FAILED,212.70,1.91,101.65,FAILED,FAILED,FAILED,FAILED,FAILED,744.46,130.25,1338.73,1301.58,FAILED,47.88,3570.30,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
UNSAT_H_instances_childsnack_p12.hddl_1,UNSATISFIABLE,51.74,FAILED,48.36,70.55,157.51,FAILED,31.86,FAILED,51.44,172.72,48.59,50.69,50.01,81.24,53.83,59.20,70.04,72.13,64.82,65.27,66.41,66.23,43.62,39.32,48.64,1441.11,210.10,193.62,61.30,FAILED,FAILED,FAILED
UNSAT_MS_opt_snake_p20.pddl_29,UNSATISFIABLE,1158.15,570.46,FAILED,FAILED,FAILED,FAILED,869.56,1910.66,1812.11,FAILED,FAILED,4695.85,FAILED,FAILED,FAILED,271.28,524.29,278.91,2614.32,3551.51,4160.89,4330.29,FAILED,FAILED,FAILED,FAILED,480.51,FAILED,FAILED,FAILED,FAILED,FAILED
UTI-20-10p0-sc2009,UNSATISFIABLE,555.95,FAILED,FAILED,1253.02,FAILED,839.07,864.72,866.81,677.72,FAILED,1123.37,898.41,846.83,FAILED,1314.76,575.00,1032.33,805.79,905.15,423.16,594.72,389.36,FAILED,FAILED,2541.82,FAILED,2487.15,FAILED,FAILED,FAILED,FAILED,FAILED
Wallace_Bits_Fast_2.cnf,SATISFIABLE,505.98,34.14,2973.52,13.96,303.87,9.59,606.41,2949.92,198.05,FAILED,4.94,5.51,9.94,0.04,370.06,226.73,130.82,51.39,15.00,61.20,102.43,192.24,0.82,28.81,81.12,1495.60,536.63,0.83,0.27,61.38,441.01,418.65
Wallace_Bits_Fast_3.cnf,SATISFIABLE,99.40,405.96,FAILED,76.62,FAILED,FAILED,FAILED,FAILED,86.31,FAILED,34.96,22.29,23.82,FAILED,FAILED,FAILED,FAILED,FAILED,2514.41,156.55,2660.31,2860.95,FAILED,FAILED,968.83,FAILED,3679.13,FAILED,FAILED,FAILED,FAILED,FAILED
Wallace_Bits_Fast_7.cnf,SATISFIABLE,110.25,21.46,FAILED,4.85,FAILED,FAILED,FAILED,FAILED,17.77,FAILED,5.35,6.60,7.50,0.10,FAILED,FAILED,FAILED,FAILED,2509.92,106.41,2511.83,2589.39,86.15,FAILED,107.25,FAILED,1199.51,FAILED,628.63,226.32,FAILED,FAILED
ablmulub16x4o,UNSATISFIABLE,122.38,833.52,169.65,168.92,FAILED,1695.54,409.28,1072.00,752.56,FAILED,137.98,199.56,186.62,FAILED,303.98,326.71,285.78,386.25,245.04,403.22,238.70,247.32,451.93,501.38,958.74,4763.21,544.92,2293.16,436.13,FAILED,FAILED,FAILED
abw-V-nos6.mtx-w220,SATISFIABLE,FAILED,FAILED,FAILED,834.16,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2022.33,1085.61,FAILED,4685.52,FAILED,756.55,FAILED,FAILED,4448.67,FAILED,FAILED,FAILED,FAILED,1554.34,1764.12,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
aes_32_2_keyfind_1,SATISFIABLE,4376.48,FAILED,FAILED,3263.61,FAILED,4288.88,FAILED,1473.42,FAILED,FAILED,1243.78,FAILED,FAILED,FAILED,948.58,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,359.75,FAILED,FAILED,FAILED,3542.92,3078.31,FAILED,FAILED
af-synthesis_stb_50_100_4_unsat,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3382.39,4111.03,4734.32,FAILED,FAILED,FAILED,FAILED,FAILED,3178.42,3413.73,3416.52,3278.71,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
af-synthesis_stb_50_120_4_unsat,UNSATISFIABLE,2455.43,FAILED,FAILED,1426.47,FAILED,3993.92,1572.30,1688.07,1442.55,FAILED,778.82,952.77,1005.43,FAILED,4034.89,FAILED,4117.96,1834.12,781.23,1003.72,981.19,952.40,FAILED,FAILED,2781.28,FAILED,4897.64,FAILED,FAILED,FAILED,FAILED,FAILED
af-synthesis_stb_50_140_0_sat,SATISFIABLE,4057.79,FAILED,FAILED,933.07,FAILED,FAILED,1718.68,2439.96,1215.93,FAILED,282.96,117.92,90.60,FAILED,850.44,1301.66,4962.60,2339.97,508.32,654.75,390.02,39.81,FAILED,1944.42,1261.37,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
af-synthesis_stb_50_140_1_sat,SATISFIABLE,932.62,1235.43,FAILED,1001.56,FAILED,232.38,1054.53,1508.60,1585.12,FAILED,407.32,204.49,160.67,FAILED,620.97,1164.94,977.72,340.99,312.06,268.35,126.44,570.83,1331.26,FAILED,549.57,668.88,474.75,FAILED,FAILED,4936.48,FAILED,FAILED
af-synthesis_stb_50_140_3_sat,SATISFIABLE,61.86,1424.74,FAILED,51.68,FAILED,979.59,55.73,369.74,26.81,FAILED,160.59,13.82,59.77,3937.14,667.22,1582.85,598.69,418.27,266.37,44.53,394.25,75.53,1788.34,86.63,662.91,379.71,706.81,281.00,2038.85,FAILED,FAILED,FAILED
af-synthesis_stb_50_200_4_sat,SATISFIABLE,1708.55,2535.22,FAILED,77.41,FAILED,2202.29,609.53,974.63,871.39,FAILED,153.64,228.50,78.49,FAILED,2839.56,3496.50,92.38,885.72,435.19,341.78,618.68,914.93,FAILED,3992.27,1874.11,4867.65,2986.44,FAILED,3506.52,FAILED,FAILED,FAILED
af-synthesis_stb_50_20_8_sat,SATISFIABLE,3108.43,FAILED,FAILED,518.47,FAILED,595.59,152.37,2871.43,2446.58,FAILED,835.77,159.68,13.84,FAILED,3614.58,635.59,2939.04,684.12,1016.97,928.75,199.16,1057.02,FAILED,1530.39,918.93,FAILED,220.58,3522.33,2764.43,FAILED,FAILED,FAILED
af-synthesis_stb_50_20_8_unsat,UNSATISFIABLE,3715.28,FAILED,FAILED,1916.36,FAILED,2503.16,2518.84,2616.13,2611.43,FAILED,1582.82,2109.28,2153.55,FAILED,FAILED,FAILED,4803.71,2278.70,1179.54,1381.14,1277.29,1320.52,FAILED,3480.80,FAILED,FAILED,FAILED,FAILED,2214.13,FAILED,FAILED,FAILED
af-synthesis_stb_50_40_2_sat,SATISFIABLE,845.83,FAILED,FAILED,865.25,FAILED,42.84,47.36,854.92,906.36,FAILED,220.87,58.13,38.97,FAILED,1153.19,2301.56,320.18,460.90,251.95,591.54,578.77,265.84,2257.65,439.29,76.26,534.85,195.35,2344.52,170.37,2196.86,FAILED,FAILED
af-synthesis_stb_50_80_7_sat,SATISFIABLE,2005.76,FAILED,FAILED,286.44,FAILED,1137.86,908.58,895.25,1704.70,FAILED,440.06,85.34,225.04,FAILED,929.38,596.62,4933.76,2838.37,65.92,1112.21,1177.81,131.10,FAILED,899.68,914.13,FAILED,2281.43,FAILED,FAILED,FAILED,FAILED,FAILED
af-synthesis_stb_50_80_7_unsat,UNSATISFIABLE,4829.91,FAILED,FAILED,3057.56,FAILED,FAILED,2134.18,2663.62,2500.27,FAILED,1050.08,1447.75,1576.44,FAILED,FAILED,FAILED,FAILED,2787.15,1075.82,1376.83,1315.02,1319.92,FAILED,FAILED,4897.53,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
atco_enc1_opt2_10_15,UNSATISFIABLE,887.69,FAILED,FAILED,316.68,FAILED,739.06,279.12,425.42,354.99,FAILED,211.91,303.96,326.48,FAILED,532.86,512.57,554.05,519.79,851.87,307.59,236.95,461.48,FAILED,FAILED,478.05,2338.89,1199.27,1720.25,FAILED,FAILED,FAILED,FAILED
atco_enc1_opt2_10_16-sc2014,SATISFIABLE,FAILED,FAILED,FAILED,354.41,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1015.98,33.71,32.21,FAILED,FAILED,FAILED,4475.68,3149.03,316.84,1247.25,FAILED,FAILED,FAILED,FAILED,2988.31,FAILED,4530.00,FAILED,FAILED,FAILED,FAILED,FAILED
atco_enc3_opt1_03_53,SATISFIABLE,4232.45,FAILED,FAILED,1966.35,FAILED,1380.50,1167.97,2149.86,862.28,FAILED,2012.50,759.07,796.14,FAILED,FAILED,3342.68,1723.01,2879.93,903.50,800.89,1157.26,1111.20,FAILED,FAILED,853.63,FAILED,2693.82,FAILED,FAILED,FAILED,FAILED,FAILED
aws-c-common:aws_priority_queue_s_remove_node,UNSATISFIABLE,4124.91,FAILED,FAILED,795.36,FAILED,1354.99,FAILED,4449.64,FAILED,FAILED,737.10,733.12,622.64,FAILED,1584.32,4513.70,FAILED,FAILED,3578.08,4737.82,4173.63,4734.99,FAILED,FAILED,1771.55,FAILED,2512.52,FAILED,FAILED,FAILED,FAILED,FAILED
aws-c-common:aws_priority_queue_s_sift_either,UNSATISFIABLE,657.86,FAILED,FAILED,200.15,2750.20,629.29,482.49,384.04,511.71,FAILED,574.62,626.57,609.10,FAILED,376.89,452.10,596.55,647.23,276.12,477.79,657.37,520.52,906.32,872.49,133.82,FAILED,1916.81,802.34,3580.17,FAILED,FAILED,FAILED
aws-encryption-sdk-c:aws_cryptosdk_enc_ctx_size,UNSATISFIABLE,883.02,FAILED,FAILED,2345.66,FAILED,FAILED,802.62,911.17,1357.05,FAILED,778.96,744.79,803.70,FAILED,876.84,1255.10,1528.56,3791.48,448.22,719.34,1197.98,751.72,FAILED,FAILED,363.48,FAILED,FAILED,1599.98,FAILED,FAILED,FAILED,FAILED
aws-encryption-sdk-c:aws_cryptosdk_hdr_write,UNSATISFIABLE,FAILED,FAILED,FAILED,578.42,FAILED,FAILED,1507.23,1400.27,1664.15,FAILED,612.47,528.66,663.18,FAILED,2110.28,1005.01,986.77,2545.36,2937.17,1090.87,2367.24,3191.51,FAILED,3774.75,616.59,3216.97,4524.11,4072.66,3624.25,FAILED,FAILED,FAILED
aws-encryption-sdk-c:aws_cryptosdk_keyring_trace_eq,UNSATISFIABLE,942.18,FAILED,FAILED,864.92,FAILED,FAILED,1312.22,1471.33,1378.64,FAILED,667.41,700.62,706.09,FAILED,1564.03,2952.58,2333.17,4002.59,1164.86,1359.29,1742.52,1518.42,1553.86,1136.02,965.87,FAILED,FAILED,2059.01,FAILED,FAILED,FAILED,FAILED
aws-encryption-sdk-c:aws_cryptosdk_priv_hdr_parse_aad,UNSATISFIABLE,FAILED,FAILED,FAILED,1513.99,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1793.58,1792.89,2078.52,FAILED,3992.71,FAILED,4614.26,FAILED,3014.89,1523.71,2372.17,3110.43,FAILED,FAILED,1614.73,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
aws-encryption-sdk-c:aws_cryptosdk_priv_hdr_parse_alg_id,UNSATISFIABLE,FAILED,FAILED,FAILED,1392.77,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1578.54,803.54,869.22,FAILED,1690.70,2982.23,2081.56,3917.59,646.68,1274.06,1401.91,1018.11,FAILED,FAILED,546.75,FAILED,FAILED,FAILED,3159.28,FAILED,FAILED,FAILED
aws-encryption-sdk-c:aws_cryptosdk_priv_hdr_parse_content_type,UNSATISFIABLE,FAILED,FAILED,FAILED,301.95,FAILED,FAILED,FAILED,1677.48,3703.61,FAILED,435.24,517.39,513.32,FAILED,855.43,1093.86,1133.67,3701.32,293.07,631.79,785.48,505.76,FAILED,FAILED,231.32,FAILED,FAILED,FAILED,1762.05,FAILED,FAILED,FAILED
aws-encryption-sdk-c:aws_cryptosdk_priv_hdr_parse_edks,UNSATISFIABLE,FAILED,FAILED,FAILED,1897.39,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,913.24,1247.84,842.63,FAILED,1971.95,2025.29,1978.62,2389.48,1695.63,1040.59,1193.25,1391.25,FAILED,FAILED,858.93,FAILED,FAILED,FAILED,3676.63,FAILED,FAILED,FAILED
aws-encryption-sdk-c:aws_cryptosdk_priv_hdr_parse_iv,UNSATISFIABLE,FAILED,FAILED,FAILED,514.37,FAILED,FAILED,3177.82,3093.44,FAILED,FAILED,509.47,639.92,649.70,FAILED,1361.86,1721.25,1669.58,3780.35,310.42,537.13,747.18,634.95,FAILED,FAILED,308.62,FAILED,FAILED,FAILED,1219.85,FAILED,FAILED,FAILED
aws-encryption-sdk-c:aws_cryptosdk_priv_try_gen_key,UNSATISFIABLE,1713.61,FAILED,FAILED,1205.52,FAILED,FAILED,4209.22,3277.24,FAILED,FAILED,1057.26,865.15,870.23,FAILED,FAILED,FAILED,FAILED,FAILED,1708.40,1906.51,2216.08,2127.50,FAILED,FAILED,1380.81,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
barman-pfile10-038.sas.ex.15,UNSATISFIABLE,FAILED,1048.26,FAILED,150.65,270.87,1691.44,FAILED,FAILED,FAILED,FAILED,102.25,66.75,61.96,3695.82,131.18,253.33,641.70,773.72,FAILED,FAILED,FAILED,FAILED,75.92,FAILED,FAILED,191.38,584.52,FAILED,FAILED,2263.16,630.82,632.74
beempgsol2b1,UNSATISFIABLE,56.05,FAILED,FAILED,449.41,FAILED,393.18,123.59,133.58,135.81,FAILED,471.53,358.39,422.24,FAILED,1770.52,FAILED,FAILED,284.06,2560.39,118.68,2645.85,2589.56,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
